"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50"
16,11,5,6,4,3,2,3,2,11,3,4,4,9,3,5,5,6,3,4,2,4,4,1,7,33,6,4,2,5,3,6,6,7,5,5,5,22,1,3,4,8,2,2,4,8,6,5,6,4
22,17,7,4,7,3,11,4,4,13,4,5,4,8,6,3,7,2,5,6,5,0,3,2,5,30,2,7,2,6,6,8,3,5,5,6,3,24,3,4,4,4,6,2,4,5,6,6,4,0
21,9,8,4,5,7,0,4,3,14,11,3,2,5,5,3,5,0,1,4,4,5,7,5,9,19,4,5,4,5,4,6,5,4,2,5,2,29,5,4,5,4,4,8,3,5,3,1,4,2
27,14,9,10,12,3,5,4,6,7,4,2,5,9,3,6,7,5,5,3,14,4,5,7,3,30,7,1,5,6,6,4,4,2,2,5,5,28,4,8,5,10,2,3,4,3,6,4,3,5
15,9,4,10,6,1,6,7,9,8,2,3,3,9,2,7,4,3,4,3,5,5,2,4,2,29,4,6,4,8,4,7,6,7,4,6,4,28,4,3,5,5,10,5,7,4,5,2,3,7
21,11,7,7,10,4,3,5,5,20,6,5,5,8,1,6,8,5,8,3,9,2,3,4,8,20,3,6,4,6,0,7,3,3,6,3,1,20,3,7,8,3,3,3,7,3,5,4,0,4
24,17,8,8,8,3,6,1,4,9,6,5,4,5,7,6,9,4,6,1,4,8,3,1,3,21,1,2,2,4,1,1,5,6,6,4,3,27,5,3,2,1,3,1,4,9,2,10,7,5
17,14,7,7,9,5,5,4,7,15,1,6,5,5,2,7,5,8,3,3,4,7,2,3,7,27,4,6,6,1,5,7,4,2,5,2,6,20,4,7,3,6,5,2,3,7,3,2,4,3
21,12,10,12,3,4,3,1,3,10,3,5,3,9,8,11,8,4,6,3,6,0,6,4,2,20,8,6,3,1,3,6,9,2,2,3,1,28,3,5,2,6,9,5,6,8,3,2,7,5
24,12,7,8,9,2,5,3,6,15,6,2,8,8,4,4,11,9,9,6,2,3,3,5,4,30,3,6,7,6,5,4,5,4,6,6,3,35,7,3,9,3,6,2,8,4,10,10,4,3
23,10,13,5,11,8,5,5,6,17,7,5,5,3,7,5,11,6,6,6,4,5,3,7,4,31,3,2,3,10,4,1,4,4,4,5,8,24,4,7,6,4,6,2,6,5,6,2,3,6
19,17,14,2,2,6,4,8,2,11,5,5,7,10,2,3,5,4,3,3,4,2,3,4,5,12,3,4,7,9,3,2,1,9,7,4,3,22,5,7,1,4,5,3,5,3,1,6,4,2
12,13,9,5,7,8,1,4,2,17,4,3,6,6,0,5,5,6,4,3,4,2,6,5,3,17,5,4,1,3,2,4,11,5,6,3,5,24,9,4,3,5,2,1,8,3,3,4,4,5
22,13,8,6,5,1,2,3,2,28,4,8,4,12,4,9,5,4,2,2,8,4,4,2,3,27,6,6,3,5,4,6,5,5,5,1,5,22,5,4,4,0,7,2,6,4,3,3,5,3
15,18,14,4,6,5,2,3,3,11,4,3,6,4,6,3,10,7,9,6,4,1,10,2,6,26,7,2,0,3,0,2,3,5,11,2,4,26,7,7,4,2,4,6,4,5,2,6,5,2
14,14,11,7,3,4,4,3,4,19,7,0,4,7,6,6,5,7,5,4,5,7,10,2,10,33,5,5,7,4,7,5,7,4,8,5,4,30,7,7,6,3,1,3,4,3,6,6,5,4
18,15,8,5,5,5,8,4,5,9,3,3,3,6,1,5,6,7,2,5,2,7,3,2,1,28,6,4,11,5,8,4,2,3,8,2,5,27,2,3,6,5,3,8,6,2,7,4,4,3
16,11,5,5,4,2,2,5,3,14,8,4,4,10,2,8,3,5,5,5,4,7,6,2,6,30,4,4,5,4,6,5,3,8,7,2,5,32,5,4,2,4,6,6,7,6,4,5,3,11
16,13,12,3,6,5,4,6,3,13,5,8,3,3,5,4,10,5,6,1,2,3,6,3,3,19,4,9,4,5,5,2,5,2,6,4,6,29,4,5,4,11,3,7,6,2,5,4,6,5
21,13,10,6,11,5,5,3,4,12,6,7,4,4,6,1,8,6,2,3,5,5,5,4,3,16,3,0,2,4,3,4,4,2,2,2,3,20,5,3,8,3,1,5,3,6,2,1,9,4
23,13,5,6,6,4,1,4,4,12,6,5,5,11,0,5,5,3,4,5,3,7,6,6,1,32,6,5,3,6,6,6,7,5,7,8,4,28,0,3,6,6,9,7,2,3,8,5,10,1
13,10,5,6,3,5,4,7,5,13,1,7,4,7,8,3,6,6,4,4,6,6,2,3,5,22,7,6,4,2,3,7,4,6,3,9,4,28,4,6,8,2,5,4,6,6,3,2,8,6
22,14,9,6,9,8,4,6,7,12,2,5,5,8,5,5,6,4,5,3,8,2,4,6,4,23,8,3,3,3,4,7,3,5,3,5,7,25,3,7,3,4,3,4,7,4,3,4,2,4
16,18,5,5,13,2,5,6,10,10,3,5,2,8,5,14,6,7,6,6,6,6,6,3,4,24,5,3,3,1,6,7,4,4,6,3,3,30,9,4,5,4,7,2,5,6,6,3,2,5
21,10,5,7,11,4,3,5,5,12,7,1,2,7,3,5,7,3,7,3,3,5,2,2,4,33,2,6,4,4,5,8,9,6,7,6,3,17,2,2,2,4,7,4,5,5,0,7,4,7
20,14,12,7,10,4,3,6,4,15,1,5,6,6,5,8,6,4,3,8,9,3,6,5,10,22,8,5,2,3,3,5,4,8,3,5,2,20,2,2,4,5,4,7,4,1,6,3,4,3
33,15,12,8,15,2,3,6,5,15,7,3,5,6,7,6,7,2,4,3,8,5,6,6,6,32,8,8,4,6,2,7,6,6,8,5,5,22,2,3,4,1,5,2,2,6,4,7,2,4
19,16,11,2,3,6,3,4,2,15,3,4,4,6,4,10,6,3,2,6,2,2,6,3,6,28,1,11,1,3,6,5,5,8,4,9,3,23,6,7,1,7,8,2,4,1,6,6,0,2
22,16,11,7,6,3,4,7,3,5,3,4,5,6,3,4,7,3,2,3,1,7,10,3,6,20,3,9,5,3,6,1,4,8,1,5,4,21,6,4,5,2,3,1,4,4,2,3,6,2
23,8,7,2,16,5,4,2,4,12,5,7,3,4,3,5,4,5,3,6,3,4,3,2,3,22,4,2,1,6,5,3,8,5,7,2,6,30,5,6,6,4,3,4,9,2,5,4,5,5
15,9,8,7,9,9,2,2,4,7,5,5,3,9,2,6,7,4,6,3,3,2,2,2,7,30,6,5,3,8,4,5,9,2,7,0,7,25,2,4,8,6,3,7,4,2,5,3,7,7
22,8,10,10,6,2,6,2,4,14,8,3,3,10,2,11,6,2,5,6,6,5,10,6,3,29,4,7,4,4,9,4,9,2,3,3,5,31,2,5,1,5,4,6,8,2,9,4,4,7
26,10,5,7,8,5,4,4,2,4,6,7,4,7,3,5,6,5,5,5,3,4,2,5,2,37,6,12,5,5,7,6,3,8,3,7,2,26,6,4,1,3,5,7,1,4,4,9,3,4
19,7,7,3,8,2,5,5,5,7,4,5,0,2,7,2,4,2,1,3,2,2,5,3,5,28,4,3,2,6,2,3,6,4,5,4,3,31,7,6,5,9,1,3,5,5,2,3,7,7
14,7,4,6,4,6,4,4,4,15,2,3,4,12,3,5,6,6,2,3,7,6,3,7,6,21,5,4,3,3,5,2,3,3,3,2,4,22,2,6,1,3,1,5,5,4,6,5,4,5
17,9,9,7,11,6,2,2,7,10,6,4,2,8,5,5,4,4,5,3,3,1,8,7,5,36,12,7,5,4,8,5,10,3,3,6,6,29,6,4,3,1,6,6,6,5,1,10,4,2
14,14,9,6,8,3,7,4,4,16,5,6,4,7,3,3,0,4,5,3,7,4,6,6,2,25,5,3,6,12,5,4,4,8,5,2,4,34,5,3,4,1,6,5,8,3,4,6,1,4
24,11,7,5,11,5,4,4,1,15,5,2,2,10,9,3,8,4,6,7,4,3,3,3,12,27,4,4,7,4,6,3,4,6,4,5,2,25,4,5,5,8,2,3,3,2,6,7,5,7
13,12,6,4,5,4,7,6,2,10,3,5,1,5,3,1,8,8,6,3,3,4,2,1,4,22,4,1,4,5,6,10,5,2,1,4,3,27,3,6,4,3,4,9,6,2,7,4,7,4
14,9,12,5,4,8,2,2,1,12,3,6,1,4,3,2,7,3,6,1,3,3,2,1,3,28,8,5,8,1,0,4,3,6,4,6,3,35,2,2,12,7,6,4,6,5,8,5,5,9
19,8,7,2,6,7,8,3,2,9,6,5,1,2,7,2,10,3,4,1,5,3,7,5,2,19,4,6,5,2,6,5,6,2,7,8,3,25,5,2,5,6,5,2,4,6,3,5,7,5
27,10,6,7,8,4,7,8,7,10,2,2,1,3,7,1,3,5,3,4,7,6,4,4,7,24,4,3,2,6,8,0,6,3,7,4,6,23,4,3,7,5,6,5,5,4,3,3,2,6
25,7,10,10,9,3,1,6,5,13,5,7,3,6,7,2,9,3,6,4,5,9,7,6,5,23,5,2,3,7,6,2,3,4,4,4,4,27,5,0,8,2,6,2,2,3,5,2,3,2
27,15,13,7,8,3,3,4,6,15,2,6,3,8,6,1,9,5,7,2,3,12,9,6,8,23,6,3,4,4,3,4,5,1,3,5,5,34,4,3,5,3,4,8,12,5,4,9,6,5
24,16,7,7,6,6,10,2,3,15,5,3,4,7,5,5,2,8,2,7,4,7,6,6,5,31,8,6,4,3,8,3,2,7,5,6,2,31,5,8,6,6,5,6,2,5,6,5,4,7
23,12,6,10,13,1,4,3,6,8,3,4,3,4,3,5,2,5,4,5,7,5,2,5,2,33,6,3,5,6,6,2,5,6,1,1,7,21,4,3,3,5,2,6,6,9,1,2,10,7
15,13,6,4,8,4,5,4,2,8,6,6,3,9,7,5,5,6,5,4,3,3,2,2,4,23,5,4,3,3,3,3,4,4,2,4,6,17,4,4,3,4,5,4,4,4,7,1,3,1
12,11,3,12,9,6,4,4,6,9,1,3,5,5,2,3,4,3,4,7,4,1,2,3,9,27,4,5,4,7,5,5,4,3,5,6,2,17,7,5,1,6,3,3,5,2,4,5,4,4
22,15,8,10,11,5,2,3,4,8,6,3,5,3,5,1,4,6,0,6,11,5,2,7,1,27,2,4,3,4,5,3,4,8,6,3,5,24,3,3,5,7,1,0,9,6,3,2,2,6
20,13,8,6,9,3,0,3,5,12,4,6,5,5,3,2,3,4,4,4,5,1,6,6,1,21,4,4,3,6,2,1,6,3,4,1,5,32,4,6,4,3,4,6,3,3,3,4,6,6
16,11,3,8,13,2,6,1,4,15,5,6,4,5,1,3,5,6,4,5,3,6,4,4,5,21,5,2,5,7,4,3,4,3,5,6,4,21,4,5,2,7,3,5,2,2,9,4,5,7
15,13,14,5,12,6,6,3,4,15,5,5,6,5,4,2,7,5,3,4,5,3,3,3,2,22,5,2,6,5,7,1,6,5,3,3,4,30,6,5,6,4,3,8,5,5,7,2,7,6
8,5,5,5,12,2,9,1,6,12,1,3,5,14,3,10,7,3,9,4,7,3,3,4,3,21,2,5,6,7,4,6,3,3,3,2,7,22,6,3,3,5,3,1,4,4,3,4,3,6
19,15,11,6,5,5,7,4,8,11,2,4,3,6,4,7,4,5,2,1,4,7,1,4,2,28,4,8,4,1,8,6,1,7,3,1,3,25,5,6,3,4,6,3,3,2,7,3,2,4
22,8,5,6,13,4,6,2,3,11,5,3,6,8,3,5,10,3,4,5,3,3,3,3,6,22,6,2,4,4,3,5,2,2,4,5,2,27,9,2,3,6,4,5,8,2,7,1,4,5
20,12,8,11,7,5,5,6,6,12,6,3,1,7,3,1,4,6,7,4,6,3,3,3,5,24,3,3,4,2,4,5,6,7,4,1,4,35,6,3,4,7,9,7,2,1,6,8,7,2
19,18,7,7,4,5,5,4,3,13,5,5,9,13,3,9,8,9,3,1,4,5,0,8,4,21,5,4,4,4,3,3,3,4,8,5,5,25,4,1,4,5,6,9,4,8,1,7,5,4
27,15,11,10,14,7,2,7,7,8,4,1,2,4,4,4,3,7,5,12,7,4,7,3,5,27,5,1,4,5,5,9,4,4,4,3,5,25,4,9,7,5,10,2,7,2,4,4,6,1
15,14,10,4,6,5,8,5,4,12,7,3,2,9,2,6,8,6,4,7,2,5,5,3,5,18,5,4,4,7,1,7,5,4,4,5,3,18,3,1,6,5,2,8,3,6,4,0,2,2
17,9,7,9,7,4,2,3,3,17,6,5,7,14,2,8,11,3,5,5,6,10,8,4,2,23,2,3,7,5,5,6,5,4,2,6,4,29,2,9,0,7,4,8,1,6,2,1,6,3
21,10,6,6,9,3,5,3,4,8,4,4,6,1,8,3,10,8,7,7,5,0,2,3,6,28,3,4,9,3,5,4,10,3,2,5,5,31,3,6,4,4,7,8,12,6,1,7,3,3
14,7,9,6,9,2,3,0,5,13,3,14,6,8,2,1,6,6,1,3,8,4,3,3,4,22,5,6,4,3,7,5,4,4,5,6,5,37,1,7,5,4,4,2,7,9,5,6,8,7
21,10,5,6,9,3,6,4,5,11,2,4,2,8,3,5,11,5,6,7,5,3,4,4,5,22,3,6,3,3,5,2,7,9,0,6,1,33,6,7,6,4,5,1,5,8,6,3,7,4
22,15,6,4,9,3,4,5,2,15,3,6,3,5,4,4,10,5,6,6,4,7,7,3,7,26,7,5,6,4,3,3,4,2,4,5,7,32,4,6,8,7,6,5,4,5,6,3,4,5
20,8,6,8,8,6,2,6,10,10,5,5,5,7,3,7,6,2,8,1,4,4,4,2,4,13,2,7,4,10,4,8,3,4,4,4,1,25,2,2,2,2,5,6,6,4,4,0,5,3
10,7,12,5,12,2,2,4,3,13,1,3,2,5,3,2,6,2,4,4,4,0,6,3,6,23,3,4,2,5,3,1,2,7,4,6,3,27,8,8,5,3,5,7,7,5,3,5,6,3
22,15,10,6,6,3,4,6,5,17,5,4,11,9,3,7,8,5,6,0,4,3,5,1,4,31,4,10,3,6,3,1,3,8,3,4,9,32,8,5,5,7,8,5,5,4,3,4,7,6
18,10,11,7,8,7,5,4,7,13,10,8,6,3,4,0,4,2,4,6,8,4,4,2,5,25,6,5,1,5,3,7,3,9,4,2,2,22,4,4,4,1,3,7,4,6,4,5,6,2
24,10,5,7,16,7,1,4,3,7,8,5,6,6,7,4,7,3,5,5,3,5,1,4,1,23,3,1,2,3,4,6,4,4,2,3,3,24,2,4,2,7,8,2,3,2,6,5,2,3
24,11,7,4,12,1,4,6,5,9,7,5,2,11,7,8,7,5,4,1,8,5,2,3,5,19,1,4,2,3,4,6,3,3,8,6,6,23,7,3,4,5,5,2,3,4,4,6,3,4
21,16,9,8,7,4,7,4,7,18,8,4,7,5,9,1,3,10,5,3,5,5,4,2,6,27,6,6,5,3,6,8,4,3,2,2,4,19,2,4,5,6,2,2,4,5,4,7,2,4
20,13,6,7,9,1,6,4,4,11,4,5,5,8,3,3,2,6,5,5,3,4,6,2,4,33,6,6,5,4,5,4,3,4,10,1,7,23,5,4,9,3,2,3,2,6,7,5,4,5
25,12,7,7,3,6,2,6,2,12,4,4,7,9,10,1,8,6,8,1,2,6,2,4,5,30,6,7,8,3,2,4,4,4,7,3,4,25,7,3,5,3,6,6,5,5,1,7,3,7
19,14,9,6,8,3,1,2,2,9,2,2,3,7,6,4,11,6,8,7,5,1,0,3,2,21,3,6,3,6,5,3,6,4,5,7,6,11,6,4,3,2,4,5,3,3,2,2,7,4
22,15,9,9,6,6,4,11,3,16,5,3,9,5,0,5,6,7,5,6,4,2,3,5,4,21,6,1,7,3,1,5,2,2,3,4,7,17,6,1,2,3,6,1,7,3,2,4,2,1
28,13,5,8,8,2,6,4,7,17,4,4,4,5,4,2,10,2,4,1,3,4,3,3,6,23,5,7,4,3,3,7,2,2,3,5,4,31,4,5,5,3,3,3,4,8,4,4,5,6
14,12,4,13,11,4,5,2,6,9,6,3,7,4,4,3,5,6,3,8,5,4,2,5,6,26,2,2,4,3,5,4,5,3,4,4,6,32,4,7,7,4,4,4,3,5,5,2,6,4
18,18,8,8,7,6,3,5,0,15,6,4,6,7,3,3,5,8,5,5,5,3,5,4,5,23,1,6,5,3,5,3,5,6,7,3,4,22,6,6,6,2,5,3,4,2,5,7,3,6
30,10,6,12,8,7,5,4,2,12,2,4,4,8,3,4,9,6,7,6,3,5,2,7,7,15,1,3,2,7,4,2,2,1,5,5,8,29,3,8,3,9,7,7,5,6,2,6,3,5
21,21,9,4,7,5,6,5,2,9,2,0,8,8,2,4,6,3,2,5,4,3,7,7,6,26,2,5,7,2,5,2,2,9,5,3,2,26,6,4,3,4,9,7,4,2,8,0,5,3
19,8,8,7,6,5,4,1,2,14,2,3,4,8,3,3,3,0,3,3,4,3,6,2,2,20,5,3,3,2,2,7,4,8,4,2,6,28,9,2,3,5,5,4,6,7,4,3,3,8
14,12,8,7,7,1,10,1,0,12,5,6,3,9,3,4,11,4,6,7,4,2,4,4,5,25,1,7,3,10,3,3,5,7,6,1,4,22,2,3,6,7,4,4,5,1,6,5,6,2
13,14,5,5,2,1,4,4,0,12,6,7,3,9,6,3,6,2,3,5,0,1,4,3,7,12,3,4,4,4,5,5,6,2,7,5,3,37,3,7,9,9,6,7,11,8,6,7,7,4
21,19,8,8,13,6,6,4,7,12,5,3,2,7,7,6,6,2,5,6,5,6,3,1,6,24,4,5,4,4,3,2,4,4,2,5,8,27,3,2,7,7,3,1,4,6,6,4,2,4
21,13,12,2,13,8,5,7,3,13,3,6,4,7,1,5,7,2,1,6,1,2,8,8,2,18,7,7,7,3,1,4,5,4,4,6,3,20,6,7,5,5,1,5,5,6,4,1,2,2
19,14,9,4,8,6,8,2,4,10,2,1,3,10,7,3,8,1,1,5,2,4,7,9,3,19,8,3,4,11,3,5,1,5,4,2,6,27,4,2,4,8,5,5,9,3,5,4,8,2
19,17,6,6,9,3,1,2,4,10,1,3,4,3,5,5,5,6,2,2,3,4,6,3,5,28,7,5,3,3,5,5,10,3,1,1,4,30,6,5,7,4,1,8,4,2,2,4,6,4
17,6,6,6,7,1,5,0,1,10,0,6,5,9,4,4,7,5,3,8,4,4,5,9,4,19,6,7,2,3,2,2,4,5,6,3,3,30,6,6,4,1,2,5,4,4,4,5,9,9
22,10,8,3,9,4,6,2,2,11,3,3,5,9,8,9,5,3,6,5,1,8,8,4,5,29,4,4,6,0,8,4,7,1,2,4,7,27,5,4,3,5,3,3,8,7,8,4,6,4
18,14,7,11,4,3,5,5,5,4,2,7,1,3,2,2,6,5,1,7,5,7,2,5,2,17,1,3,6,2,3,2,6,4,3,3,3,30,2,4,4,4,3,6,4,4,6,2,1,4
13,11,11,7,8,2,5,3,4,13,1,4,6,8,6,5,8,3,9,7,3,4,5,5,8,21,4,5,2,3,6,4,4,3,4,5,3,32,3,3,6,4,5,4,7,4,2,2,10,4
21,9,6,10,9,6,2,2,6,10,5,3,3,9,5,8,12,5,4,8,4,4,5,6,4,22,5,3,8,3,3,4,2,2,5,6,10,30,5,3,8,4,7,3,2,1,6,4,2,5
30,17,9,5,7,2,1,5,5,13,4,5,2,5,1,9,7,4,4,3,3,9,3,6,7,23,6,9,7,4,3,5,1,7,2,5,2,38,6,4,4,6,4,3,10,7,6,9,3,3
19,14,6,7,10,5,6,5,3,14,3,2,2,9,3,5,7,6,5,9,9,4,4,2,4,15,2,7,4,3,5,5,1,4,3,3,5,27,4,4,6,3,5,4,9,3,7,8,2,5
16,17,13,10,10,6,1,4,3,14,5,1,3,6,3,7,9,6,9,5,9,0,4,4,6,25,3,4,3,6,6,3,4,7,8,2,3,20,2,2,4,7,1,4,1,5,2,4,3,2
23,13,9,6,5,5,3,6,5,19,6,9,5,4,7,3,2,3,2,7,0,6,5,3,5,27,2,4,5,5,7,2,7,4,4,4,4,26,5,2,9,5,3,5,2,8,6,2,3,5
15,12,10,6,8,5,6,3,0,11,6,4,4,3,1,3,5,3,6,6,1,3,3,4,2,29,5,5,3,4,2,4,8,3,8,7,2,29,5,9,4,7,3,4,3,5,6,7,3,1
31,15,12,10,6,5,5,6,3,25,4,12,1,5,4,4,8,9,1,4,9,11,4,5,3,11,5,3,3,3,2,7,2,4,3,6,3,19,5,4,3,2,1,4,5,4,5,4,7,4
22,15,12,9,7,9,4,5,4,10,2,3,5,6,3,3,8,6,6,2,6,4,6,5,3,16,3,7,7,5,3,1,5,1,5,3,5,27,4,5,7,8,6,2,3,5,6,2,1,6
16,13,11,8,6,4,8,2,4,16,6,1,3,5,1,4,9,4,8,2,3,8,8,4,9,15,4,3,6,1,3,0,3,3,0,3,4,12,0,2,2,3,3,3,1,5,2,1,7,4
24,5,2,3,8,1,2,3,1,10,6,2,3,4,6,0,7,8,3,6,2,5,2,5,5,24,11,3,2,5,2,5,4,2,0,6,4,23,7,3,6,3,3,5,2,5,5,5,4,5
20,15,7,7,10,3,5,1,5,10,4,2,5,5,3,7,9,5,5,4,3,2,7,5,3,21,6,4,6,9,4,2,1,7,4,4,4,18,4,2,2,3,6,2,7,2,3,6,7,3
21,17,7,10,4,6,5,7,3,17,7,4,6,10,3,10,4,8,3,5,6,5,3,5,8,26,3,3,7,8,4,3,3,4,6,2,4,24,6,8,4,3,4,6,7,1,7,7,4,2
18,10,10,9,11,6,4,4,9,11,4,3,4,8,3,6,8,2,9,4,8,4,4,2,13,20,4,5,6,4,2,6,3,8,9,1,3,23,8,5,5,3,4,5,2,9,4,2,6,2
24,12,14,5,11,3,4,6,4,13,7,3,2,5,6,4,6,5,6,4,5,4,3,3,3,16,4,4,0,3,5,4,2,6,6,3,4,29,9,6,7,2,1,7,3,4,2,2,2,5
17,11,7,5,10,3,2,6,4,11,3,2,6,7,6,4,3,5,4,1,4,8,5,3,7,17,3,2,4,4,4,1,7,7,5,1,3,27,4,4,3,5,10,6,7,3,6,5,5,2
27,13,8,3,10,4,8,5,1,15,2,3,2,6,5,3,5,3,6,5,1,2,2,6,6,23,4,4,2,3,5,4,2,5,6,3,7,18,5,6,7,5,2,1,3,4,1,2,3,2
24,10,6,10,6,5,8,2,5,16,8,4,9,5,8,3,7,3,8,3,4,2,4,3,4,27,6,8,2,2,7,3,6,1,6,6,2,28,1,5,7,5,7,3,2,7,8,4,7,4
9,15,11,3,11,3,6,3,2,9,4,6,3,8,2,4,4,1,6,3,5,4,2,5,5,22,5,1,0,2,4,7,4,4,2,3,3,26,3,2,6,4,2,5,6,3,4,5,1,4
19,16,11,0,12,6,8,2,1,9,2,3,8,6,2,4,9,3,4,6,4,1,4,4,4,16,5,2,4,2,1,1,4,5,5,6,1,36,2,7,10,5,7,6,8,6,4,4,5,6
24,9,9,4,12,8,4,3,3,12,4,3,3,8,5,2,8,4,8,6,1,6,3,5,4,22,5,5,4,5,4,3,4,5,3,7,7,31,2,5,10,2,10,6,6,6,7,4,5,3
32,15,12,8,6,3,6,5,4,17,2,2,5,5,5,5,11,3,3,3,2,6,5,5,7,24,4,3,8,7,4,4,4,2,5,2,5,26,5,6,2,5,9,9,7,4,3,4,2,5
19,20,6,3,6,2,5,9,2,9,6,6,7,8,3,8,4,7,6,2,0,5,2,1,4,36,6,6,5,5,10,3,3,2,5,6,3,19,4,4,3,6,1,4,2,5,3,6,5,6
19,13,8,8,9,1,5,2,4,9,4,4,3,9,4,6,6,3,6,6,7,6,8,6,5,30,4,7,2,3,3,6,3,9,6,4,7,29,5,2,4,3,6,6,5,5,8,4,10,5
14,8,7,6,7,5,5,2,1,9,6,5,7,9,7,6,8,6,6,6,5,6,4,6,4,20,7,7,3,9,8,6,4,1,2,4,1,22,2,4,3,4,5,4,5,5,5,6,9,0
18,15,11,6,6,6,4,1,3,9,3,4,8,5,2,7,4,5,3,5,4,3,3,4,5,27,4,12,4,1,5,4,2,6,7,4,0,29,8,8,7,5,7,7,7,6,7,6,3,4
23,13,6,3,6,4,5,5,2,13,3,10,2,11,3,9,11,4,9,2,3,4,3,3,4,22,2,3,4,4,6,3,6,2,5,3,4,27,5,5,5,4,7,4,5,4,8,4,6,2
22,15,8,3,8,4,1,3,7,13,8,7,4,3,7,6,6,10,4,3,1,4,5,7,4,20,8,7,6,3,3,5,3,4,2,3,3,31,3,6,5,4,3,6,8,6,11,4,4,4
17,11,7,10,9,5,10,5,1,10,4,4,8,3,4,3,5,5,5,1,10,2,5,4,5,26,4,0,7,10,9,4,1,2,6,10,4,19,2,3,4,3,3,4,4,5,4,5,7,5
28,7,8,10,9,2,10,8,2,16,5,2,2,8,4,6,10,2,11,3,4,10,4,3,6,17,3,5,6,7,3,3,3,3,7,3,2,32,3,8,4,4,6,10,4,6,8,6,3,3
22,10,7,9,6,5,3,3,7,7,4,3,6,5,2,3,12,5,7,4,5,3,6,6,4,28,4,4,7,5,4,3,7,7,8,2,5,25,4,6,3,6,3,7,6,6,7,3,3,4
16,13,18,6,10,6,5,4,7,13,7,3,8,4,6,1,6,4,7,4,3,4,10,3,6,28,2,6,7,6,3,4,6,4,6,8,4,23,5,2,5,4,4,6,4,6,3,4,2,6
16,10,8,6,15,7,0,3,7,16,6,2,6,4,3,2,7,4,3,5,5,3,4,1,7,37,9,6,10,5,4,9,5,3,5,4,1,15,3,5,6,5,3,6,5,2,7,4,3,1
29,20,10,9,6,5,5,6,7,12,3,8,5,8,5,3,8,7,2,6,3,8,4,8,6,25,4,6,5,6,5,2,6,4,7,4,5,22,5,2,6,3,1,1,2,5,7,5,2,3
14,11,5,5,6,6,5,3,5,17,3,4,3,15,6,2,6,3,4,6,8,2,4,1,2,24,8,5,3,4,9,5,4,6,2,1,4,30,2,1,6,6,5,3,7,6,6,3,4,5
26,11,10,10,7,6,5,6,2,16,5,6,6,10,3,8,5,5,3,1,4,7,7,6,3,37,3,10,5,7,3,7,5,5,7,6,5,30,6,5,5,7,7,5,6,6,2,2,7,5
14,21,13,3,11,9,6,2,5,6,0,5,4,6,1,3,6,7,5,4,4,5,2,3,3,33,4,8,5,5,4,5,6,3,4,5,4,35,7,6,6,4,4,6,4,7,3,3,3,4
20,8,11,5,10,5,9,5,4,6,5,6,2,7,6,6,11,3,6,4,6,9,7,6,3,25,4,10,3,4,4,2,7,3,1,4,2,19,7,4,3,1,3,3,3,3,6,3,6,2
22,9,6,6,10,4,4,3,6,11,3,7,2,3,1,3,4,7,8,6,5,7,4,3,7,24,1,5,3,4,6,4,6,4,4,5,7,24,5,4,3,3,4,6,6,4,3,7,6,5
21,13,8,8,11,3,6,3,8,8,5,2,6,7,5,5,8,5,6,5,3,5,9,5,2,25,5,5,6,8,6,5,5,4,3,4,7,23,2,1,6,8,1,3,3,5,3,4,5,4
14,12,10,5,14,4,6,3,5,13,5,5,8,8,8,3,6,7,0,6,6,4,5,3,3,17,3,7,6,3,2,2,3,2,6,4,6,25,2,3,3,5,4,4,3,3,6,4,6,4
12,13,5,6,10,6,2,7,5,12,4,1,9,4,6,4,4,6,8,7,3,4,1,4,5,22,6,3,5,5,4,5,1,5,4,5,1,26,0,2,4,7,4,4,5,7,9,6,6,4
35,10,6,6,8,3,5,5,6,14,3,6,2,12,7,6,5,3,3,2,3,7,7,9,9,19,3,4,6,6,5,3,4,4,7,3,6,38,4,4,5,4,4,2,3,8,8,10,8,3
25,13,9,4,5,6,3,8,5,15,4,3,4,1,5,4,8,6,6,6,5,6,2,5,12,32,2,2,4,5,5,2,9,4,7,5,6,29,4,2,1,6,4,5,5,8,6,7,5,3
25,13,8,4,13,2,3,5,5,19,4,6,4,7,8,4,7,7,5,6,4,6,8,3,8,27,3,6,6,2,3,6,5,5,3,5,3,36,6,4,1,7,7,5,5,4,5,6,5,3
21,10,6,7,7,4,5,2,2,12,5,4,4,8,9,4,9,3,4,4,5,3,2,6,4,31,2,5,5,2,5,6,7,2,7,3,9,26,7,6,6,5,7,4,4,3,5,7,3,4
28,17,10,3,9,6,2,7,4,21,6,4,6,7,2,3,6,5,6,1,2,8,4,4,10,23,9,3,4,4,5,7,4,4,5,3,3,23,2,5,3,10,4,5,5,1,7,7,3,3
23,18,9,7,9,4,7,6,6,12,4,0,5,5,3,5,7,6,4,4,3,5,4,2,5,16,9,6,2,4,4,3,2,2,2,2,3,32,5,6,2,6,2,10,5,4,6,4,4,6
