"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100"
12,10,8,4,5,8,8,7,3,9,7,19,11,5,7,6,9,4,5,2,5,5,5,2,6,4,6,4,9,8,5,11,2,5,5,5,2,6,9,4,3,4,2,2,2,2,3,10,3,6,20,3,4,7,4,5,6,1,4,2,1,0,4,2,4,4,32,4,3,2,2,3,7,9,2,3,3,5,6,5,8,3,8,27,4,1,4,2,6,13,3,3,5,3,3,4,6,4,4,3
12,6,6,8,2,8,6,1,6,8,5,12,13,5,9,4,10,4,6,2,5,5,4,0,11,3,2,7,5,2,3,4,2,6,6,4,4,8,7,1,7,9,3,4,7,2,4,3,4,7,32,4,1,4,7,5,5,4,3,8,5,3,6,3,3,10,35,6,4,5,5,5,3,5,7,6,1,5,3,6,2,3,5,33,4,4,3,3,4,6,4,6,7,5,2,2,3,6,4,7
16,5,9,3,9,10,7,4,2,9,3,7,12,8,7,7,8,3,9,5,7,9,9,7,8,6,2,6,5,5,2,8,3,13,8,4,4,7,7,1,6,6,4,3,4,7,5,4,4,4,27,5,7,4,5,4,3,5,3,5,4,3,5,3,6,5,41,4,3,3,3,5,7,8,5,5,4,10,7,5,6,6,7,44,5,4,6,3,1,3,3,5,5,7,4,7,9,5,6,1
13,6,10,13,5,8,5,3,4,6,4,8,15,4,6,8,10,1,7,2,7,7,9,8,11,4,10,6,8,6,6,9,5,4,3,4,4,4,8,2,7,7,4,2,5,5,9,2,4,5,34,7,7,3,4,6,5,4,7,2,5,1,7,6,6,6,28,5,4,5,2,4,7,4,6,3,8,3,2,3,2,5,6,33,2,4,7,6,7,4,3,6,9,4,4,3,5,0,5,7
17,7,7,13,9,11,5,5,9,8,5,13,12,3,10,10,8,5,9,5,4,5,4,3,7,3,5,2,4,0,5,8,5,8,6,5,5,6,7,4,5,10,5,4,6,3,5,3,8,7,26,1,7,2,6,4,3,0,3,6,1,6,5,4,3,2,30,5,6,4,2,5,4,6,4,3,3,4,6,6,4,4,6,44,5,6,4,4,1,4,6,2,6,3,4,6,4,4,3,6
18,8,11,9,7,14,8,4,3,11,6,12,12,3,6,6,5,2,10,5,6,3,6,4,4,9,4,7,8,9,7,12,5,12,9,6,4,3,18,4,6,13,5,2,3,2,4,4,9,3,39,6,5,5,7,2,4,5,6,5,4,5,3,3,4,6,42,10,3,3,2,6,4,2,3,3,7,5,6,5,5,3,8,31,5,3,5,2,6,7,5,4,4,4,1,7,4,7,5,0
19,6,4,9,5,9,11,4,9,6,7,11,23,5,8,5,7,1,10,4,3,11,6,5,12,6,8,6,1,2,7,5,2,8,8,6,2,4,9,6,3,7,4,9,7,2,5,7,2,5,44,4,8,2,4,5,4,4,5,7,5,9,8,8,2,8,37,3,5,3,5,7,2,10,3,5,5,3,5,4,6,3,8,33,3,7,5,9,6,6,2,4,4,3,6,6,4,3,8,6
18,9,8,6,5,8,9,8,7,8,5,14,13,2,6,5,13,5,9,4,7,7,5,5,12,5,4,3,4,6,8,10,5,4,9,3,8,6,6,6,3,4,4,3,8,4,7,2,7,4,34,2,7,5,1,2,5,3,6,1,3,3,8,4,3,5,29,2,5,3,3,4,3,6,3,1,5,4,3,3,5,1,8,43,3,6,6,5,4,3,6,3,3,3,3,7,6,6,6,7
16,9,7,5,4,7,5,4,6,10,1,8,15,5,8,8,12,6,12,4,4,4,5,5,12,9,5,5,8,7,3,8,3,7,5,1,6,5,4,5,9,5,5,4,3,7,3,3,6,4,44,4,6,2,6,2,9,3,8,3,5,9,5,9,5,7,41,4,4,3,9,5,11,5,6,6,3,5,1,8,3,2,5,31,3,3,5,2,8,6,6,5,9,4,8,5,4,8,5,5
25,6,6,9,8,9,8,6,5,6,3,13,15,4,8,4,14,5,9,3,6,6,6,6,9,6,8,5,8,5,6,9,5,4,6,4,5,3,6,8,6,4,3,2,4,0,8,2,3,1,29,6,5,6,4,2,6,5,3,3,3,3,1,2,7,7,39,9,5,2,6,7,3,1,2,6,3,6,5,5,8,7,2,37,4,5,5,6,4,4,4,4,2,5,3,5,3,5,6,5
18,7,13,11,4,4,3,8,6,8,4,8,11,5,9,4,11,7,6,0,8,4,8,5,10,5,1,5,6,7,11,4,4,12,6,5,5,4,9,0,4,5,3,8,5,3,2,3,6,3,35,6,9,6,1,6,4,5,5,3,6,2,3,1,3,1,35,7,7,3,3,2,5,5,5,5,3,1,4,4,5,3,6,27,3,6,3,2,4,3,2,0,5,2,8,5,4,3,4,4
18,7,11,7,3,7,5,2,1,10,4,6,14,3,11,4,7,6,6,4,12,4,9,6,9,5,8,13,10,3,2,5,3,5,9,2,8,6,7,1,5,5,6,9,4,2,8,5,2,6,34,5,6,4,5,3,6,3,5,5,5,1,7,4,10,5,34,4,2,4,2,9,3,3,5,5,4,7,5,5,6,4,8,34,5,7,4,2,6,1,2,2,6,9,4,1,4,5,5,9
14,3,11,10,6,5,6,4,5,13,4,7,14,6,8,7,13,5,12,2,11,6,6,2,11,8,2,4,8,2,8,6,5,12,5,5,6,3,14,4,5,6,6,5,5,4,4,6,6,4,34,5,4,5,3,6,3,5,6,4,6,3,3,5,3,3,44,4,3,3,4,5,4,2,7,7,4,3,5,5,7,5,3,32,5,4,3,1,5,5,1,6,0,4,8,5,2,3,7,5
15,2,13,13,9,8,8,3,5,7,4,14,18,4,7,6,4,3,9,6,12,6,7,8,7,10,5,7,10,4,2,7,6,8,4,3,8,6,16,4,4,7,8,6,2,2,3,3,3,3,40,8,6,5,3,6,5,2,4,7,3,9,7,4,3,5,35,2,3,4,4,4,5,9,5,3,7,3,2,9,8,3,2,32,1,7,8,7,4,4,4,9,5,2,2,4,9,6,3,4
20,8,11,7,8,5,12,4,8,8,2,15,11,1,5,7,9,5,8,4,7,11,4,0,5,6,2,4,6,4,5,8,4,4,5,3,6,3,8,2,3,6,6,3,6,5,5,6,4,5,35,3,5,4,2,2,1,3,5,4,6,7,3,5,6,8,32,6,7,4,4,3,7,1,9,5,7,7,1,3,6,3,6,39,3,3,7,6,8,3,6,5,3,6,5,6,4,5,6,6
13,10,11,8,9,9,10,6,14,10,5,16,15,4,8,7,16,4,6,5,7,10,5,5,9,3,6,5,12,3,11,10,3,6,9,1,2,7,6,7,3,4,6,3,8,9,3,4,5,4,26,4,6,4,6,2,3,3,1,6,2,2,4,4,3,1,25,4,2,5,3,7,2,1,3,5,1,7,2,3,3,2,1,37,4,4,7,4,5,6,6,1,3,3,5,9,4,12,7,6
12,9,7,13,6,13,7,4,9,6,11,12,21,5,5,2,9,2,12,5,7,9,7,3,10,7,3,3,8,4,7,2,4,14,5,8,4,5,13,2,6,12,4,3,5,5,5,2,3,7,40,3,7,5,6,8,2,7,6,13,3,5,5,4,3,5,37,5,6,6,7,4,3,3,8,4,4,4,6,3,2,5,6,30,4,6,7,5,2,3,1,5,5,5,7,4,3,3,3,6
4,5,9,6,3,8,5,7,9,11,6,7,14,2,4,10,13,0,12,3,8,4,10,4,8,5,7,8,9,7,6,5,6,5,8,6,5,8,10,4,6,6,2,5,7,5,5,6,2,3,33,3,2,5,4,3,3,3,9,5,6,3,3,7,4,9,40,1,2,6,6,6,7,6,6,2,12,3,5,2,4,6,7,34,4,3,4,4,5,5,7,5,2,8,6,3,6,4,5,2
11,9,14,11,4,8,6,4,6,8,6,13,16,2,5,4,11,4,12,2,5,5,9,4,11,8,4,8,6,2,2,2,5,9,7,3,4,2,11,4,11,9,4,4,4,4,3,3,4,4,32,8,2,6,2,6,3,1,6,10,3,3,3,1,5,10,29,4,4,2,2,2,4,6,9,2,1,3,4,5,2,7,3,31,5,2,6,2,2,4,5,4,5,4,5,4,3,6,5,2
13,6,8,7,7,11,15,3,6,9,5,16,17,4,3,5,11,8,12,6,5,8,10,7,3,6,6,7,3,6,4,4,6,11,9,6,1,0,7,6,3,5,6,4,8,5,2,1,4,2,33,9,6,7,4,0,7,2,4,6,3,6,6,5,2,7,25,2,2,3,5,3,4,6,7,5,4,4,5,0,4,5,6,33,5,4,5,3,2,4,5,3,5,4,8,8,6,2,6,7
18,5,6,10,3,5,11,5,7,9,3,9,12,4,6,8,8,3,6,0,11,8,3,7,14,10,8,4,6,5,5,5,2,4,6,7,4,4,11,8,4,9,9,5,8,8,9,5,3,5,30,6,4,9,3,5,3,2,6,5,7,3,4,3,0,7,33,8,5,4,9,5,5,7,5,3,2,5,5,4,4,4,6,45,6,5,4,2,8,7,7,5,3,5,1,7,6,6,8,6
15,4,11,6,3,6,9,3,4,14,8,13,12,6,11,10,6,2,8,2,7,2,6,4,8,2,1,8,7,5,5,6,8,3,6,6,9,5,5,4,4,3,2,4,4,7,3,2,5,2,46,4,3,4,10,4,5,6,6,2,4,5,4,3,3,4,41,9,5,4,6,3,11,4,4,4,7,4,7,7,4,1,3,40,4,2,4,5,7,5,1,3,6,3,5,5,5,7,5,3
4,9,11,7,6,9,10,4,6,12,5,16,12,5,6,7,13,5,9,4,6,3,4,4,5,7,10,1,10,3,3,4,4,5,9,2,4,5,8,5,8,5,8,1,6,5,5,8,5,5,36,5,3,3,5,3,2,5,5,6,5,5,2,5,6,5,45,3,8,2,1,5,5,9,1,5,6,5,4,7,7,7,3,30,9,7,3,2,3,5,3,4,3,4,6,4,5,2,6,2
10,7,6,10,6,9,5,3,5,10,5,10,17,5,6,8,15,4,2,4,8,3,14,1,7,2,7,9,5,3,5,6,3,4,8,6,6,8,10,4,5,8,5,6,4,3,4,3,5,8,36,8,4,6,2,6,4,7,6,4,6,2,3,8,3,3,33,9,4,10,4,4,7,7,3,4,4,3,7,5,0,6,0,34,3,4,4,4,1,3,5,6,4,7,9,5,9,2,1,4
18,7,6,11,5,7,9,7,2,9,3,18,21,1,8,6,7,9,8,6,4,5,7,6,8,4,2,8,7,6,2,8,2,9,5,4,2,4,9,4,5,8,4,5,4,5,5,3,3,5,39,5,4,6,2,3,5,3,10,4,5,5,8,3,7,4,25,6,4,1,6,1,2,3,5,6,3,1,5,6,4,1,4,38,7,2,6,3,6,3,5,5,6,5,4,4,12,7,4,5
13,3,5,10,3,8,7,2,5,7,5,10,15,4,6,3,9,7,5,5,8,4,11,3,10,5,7,11,5,7,6,10,5,6,8,1,7,4,8,5,5,7,3,3,6,4,4,7,5,6,33,6,6,1,2,5,1,4,6,2,6,5,5,7,3,5,44,7,3,2,5,6,8,2,7,4,4,7,7,4,3,7,4,36,3,5,5,3,5,6,5,6,1,6,3,3,2,7,2,7
14,4,8,9,5,12,12,2,6,8,3,14,13,3,4,6,10,1,6,4,5,3,6,3,7,7,4,6,5,6,5,10,7,4,9,2,3,6,10,5,4,10,3,6,5,6,7,2,8,9,33,5,5,1,10,4,7,6,7,2,4,6,3,5,6,6,35,6,4,4,5,6,4,2,3,3,4,5,5,4,6,3,6,34,5,8,2,2,4,4,4,4,4,7,5,6,6,5,2,3
14,7,5,6,9,5,9,5,5,8,3,15,15,7,7,4,11,5,4,5,4,5,13,2,3,5,5,8,7,3,1,5,5,11,4,3,3,2,11,1,5,12,7,6,2,5,1,4,1,5,33,2,5,3,6,2,8,4,2,4,3,6,3,2,8,4,36,3,1,4,7,3,5,2,7,7,7,3,3,7,3,3,4,31,3,4,7,8,2,5,3,2,4,3,5,1,5,4,5,1
18,8,7,7,6,13,10,3,8,8,5,17,17,1,6,6,8,4,9,5,8,6,6,1,8,5,4,6,7,6,4,9,8,7,5,3,9,4,8,7,4,5,10,1,2,4,5,0,4,6,40,5,7,1,4,7,5,5,5,3,4,3,6,6,5,5,23,2,2,1,6,5,1,4,3,4,1,1,2,5,5,7,2,27,5,7,5,3,7,6,5,6,4,3,6,6,1,6,7,2
15,6,14,7,8,11,5,11,7,6,3,12,12,4,6,3,11,5,9,4,4,7,7,6,5,3,5,3,5,4,0,11,0,3,7,4,7,3,8,3,2,6,7,1,5,3,2,4,6,7,34,9,3,5,8,4,4,2,6,6,5,6,5,5,6,3,36,3,4,3,5,4,6,6,6,1,5,4,7,4,4,3,8,36,4,2,3,3,9,8,9,4,4,4,5,2,6,6,7,1
17,7,16,8,3,7,14,5,4,16,3,17,8,3,7,9,12,2,14,4,6,4,5,6,11,7,1,5,10,7,6,11,2,5,6,9,2,7,6,4,1,5,4,4,4,2,2,5,6,6,32,5,5,3,5,7,7,3,4,6,4,2,4,4,2,2,28,3,4,4,6,6,6,4,7,3,4,1,3,5,3,1,6,35,5,3,3,3,5,6,3,2,5,4,7,3,5,4,4,6
12,8,7,7,8,9,7,5,5,5,6,18,14,4,6,9,9,8,11,3,3,10,6,4,5,5,9,7,5,5,4,7,2,10,4,4,2,3,11,6,8,7,4,1,3,4,5,7,5,3,21,5,4,6,4,2,5,7,3,6,6,3,7,3,5,7,42,5,6,4,5,4,2,2,6,4,2,6,5,1,11,8,4,38,4,8,5,3,8,3,2,4,4,7,2,4,4,8,2,4
11,5,7,4,11,6,9,10,8,5,2,16,14,3,8,11,12,5,12,2,6,9,8,4,11,6,4,8,3,6,2,4,3,8,6,3,4,2,10,6,9,5,3,7,4,5,7,4,2,3,35,4,4,3,6,6,2,3,3,7,4,1,7,6,5,2,32,2,3,4,5,7,3,6,6,8,2,2,3,3,3,7,7,35,2,7,4,5,3,3,3,3,4,3,6,4,5,3,4,8
16,8,12,7,6,6,12,4,8,9,6,11,19,6,6,10,8,4,8,4,4,8,6,6,10,4,5,7,4,6,4,5,7,7,7,4,1,4,5,5,3,2,10,5,9,2,5,3,3,2,32,9,2,3,7,1,5,4,1,2,7,5,8,8,1,7,24,3,0,4,6,4,5,1,4,5,3,2,7,2,5,5,5,28,5,2,5,3,2,5,5,6,2,4,6,2,5,3,7,2
13,12,15,6,9,7,7,2,8,7,7,9,12,7,9,5,10,3,11,4,3,5,6,5,10,7,4,7,6,5,7,10,2,6,11,5,7,2,8,4,5,6,5,3,6,5,1,9,10,4,30,5,8,1,1,5,7,4,2,4,5,3,2,4,3,7,39,3,6,4,5,5,5,7,2,5,6,6,3,3,5,6,6,40,6,3,10,3,5,5,6,10,5,3,1,9,2,4,4,6
12,4,7,9,7,17,9,3,9,12,8,18,14,7,3,10,12,4,8,7,8,11,13,6,6,7,5,7,6,3,8,18,4,5,10,6,4,1,7,5,4,5,4,2,6,1,6,2,5,0,32,5,4,7,4,3,2,4,5,4,3,1,4,9,4,2,33,7,3,3,2,5,6,1,5,5,8,4,4,6,6,7,8,37,2,2,2,6,7,3,6,6,4,4,5,3,3,3,5,6
11,7,8,5,6,7,15,2,5,4,1,12,17,4,10,6,9,5,8,6,7,4,9,7,11,6,3,6,6,5,4,6,6,8,6,4,3,3,7,5,4,5,3,2,4,3,4,2,10,3,42,9,11,5,4,3,4,5,2,2,0,8,6,6,2,6,45,4,8,1,4,5,6,5,3,4,5,5,3,3,5,6,2,33,4,6,5,4,8,3,1,4,3,3,7,4,6,4,1,3
22,6,8,10,5,11,8,6,7,10,5,3,14,3,7,8,8,5,14,2,10,10,7,5,6,7,2,1,5,6,6,7,6,8,8,2,7,2,2,5,11,9,2,5,2,1,7,1,4,11,37,3,6,4,6,5,6,2,7,3,4,1,4,7,10,4,31,4,2,6,2,2,2,4,3,8,5,6,6,3,2,4,7,32,4,5,4,2,4,3,6,6,3,6,3,4,3,7,3,4
15,6,13,6,8,10,9,7,9,9,8,12,14,5,3,11,11,6,12,4,6,2,3,1,6,8,5,9,4,4,3,5,4,3,6,6,2,3,8,6,6,7,5,9,4,6,7,3,6,3,38,7,4,1,6,4,6,7,3,4,7,3,4,5,5,11,29,2,2,1,4,3,3,3,5,8,3,3,2,5,7,7,2,40,5,1,6,6,3,7,6,6,7,9,1,4,9,1,4,3
13,7,5,4,9,6,8,6,9,4,3,13,19,1,6,4,10,6,9,6,9,9,5,4,4,8,7,7,5,3,1,8,6,8,6,3,7,5,5,10,6,3,5,8,5,5,4,2,0,3,30,3,6,4,3,4,6,5,2,2,7,6,6,4,4,5,38,5,6,5,3,4,6,2,6,6,3,7,6,4,7,6,2,27,2,4,3,7,6,4,5,9,1,3,4,2,6,3,3,8
18,5,8,9,7,10,3,4,8,11,5,9,11,6,7,5,12,7,9,5,7,10,6,3,7,4,2,7,8,1,5,8,4,6,8,3,3,6,10,4,5,2,1,5,8,3,5,5,5,3,34,4,3,4,6,4,4,5,3,3,2,8,4,7,7,7,31,4,4,6,3,4,5,2,7,7,4,4,2,6,4,8,6,30,4,1,3,4,1,1,4,5,7,10,3,4,4,6,5,3
15,6,10,9,6,12,11,2,4,4,3,10,12,6,6,5,13,3,13,4,7,2,7,1,8,4,7,4,3,6,9,13,3,4,3,6,7,5,10,2,6,6,4,4,4,7,3,8,7,1,41,5,4,2,4,10,4,3,4,2,8,3,2,8,4,4,39,4,2,6,1,4,6,7,4,2,5,6,9,6,5,2,5,27,5,7,6,5,4,4,3,3,5,6,5,2,1,2,6,6
21,6,4,16,10,5,6,1,8,7,3,9,13,4,5,8,19,4,3,5,13,11,9,8,12,6,6,9,4,2,5,6,8,5,4,3,6,6,5,3,2,9,1,5,5,6,4,6,6,10,25,4,3,3,5,2,4,4,3,6,3,5,5,3,5,6,21,4,5,0,3,3,3,3,4,8,3,1,5,6,5,6,4,34,5,4,7,5,4,4,3,3,4,3,3,5,3,4,2,5
16,8,10,11,8,6,7,2,7,6,8,7,17,1,5,5,13,5,13,2,8,8,2,7,4,9,4,7,4,7,4,8,4,9,8,2,5,5,9,4,3,7,3,6,4,11,0,6,2,5,38,3,3,8,2,2,6,5,6,7,4,4,8,1,6,7,44,3,5,3,2,4,7,6,10,8,3,5,2,7,3,4,2,33,3,3,3,6,7,5,4,3,6,4,2,2,4,4,6,5
20,12,9,13,9,7,10,4,8,8,1,14,13,4,6,3,12,7,8,7,5,8,9,5,4,4,8,4,4,3,2,6,7,7,6,2,0,6,8,4,7,5,8,0,8,2,3,6,10,7,28,5,2,3,8,3,8,6,4,5,3,5,6,4,8,4,45,4,6,6,3,7,8,6,5,5,8,8,2,4,3,7,3,25,3,3,6,3,2,10,5,6,3,7,3,5,1,1,9,3
15,8,13,7,6,12,7,1,3,14,6,11,14,3,9,9,8,1,8,6,8,2,7,3,5,6,7,6,7,6,4,10,0,7,8,5,5,3,13,4,5,8,3,3,5,5,5,2,1,5,38,5,5,2,7,2,4,5,2,7,6,4,7,3,2,4,38,7,5,3,2,11,3,5,3,5,6,5,1,6,1,2,3,27,9,6,3,1,3,2,2,5,5,5,6,2,2,5,6,4
10,7,7,5,8,9,5,4,11,5,4,6,13,2,3,11,9,1,9,5,8,7,7,8,4,7,8,4,4,8,2,8,3,10,7,2,2,5,12,4,2,4,8,5,3,5,3,5,4,5,34,5,1,1,4,5,9,2,2,5,1,4,3,8,6,3,31,2,2,3,4,4,2,9,2,2,6,2,4,3,8,8,3,32,5,5,1,7,2,5,4,4,4,7,4,1,7,3,2,7
17,5,6,6,6,11,13,9,5,8,7,14,16,7,12,11,13,2,7,2,4,3,6,4,10,4,9,8,5,5,3,5,4,9,6,5,5,3,12,5,3,7,4,4,2,3,1,5,2,3,29,0,1,5,6,3,2,4,4,7,9,4,6,4,7,5,24,2,1,5,9,2,6,3,5,1,3,4,3,6,4,2,4,57,9,7,4,5,3,4,3,7,9,5,6,10,3,5,4,4
10,6,9,8,9,2,8,1,6,11,2,14,16,2,5,6,9,2,5,5,8,2,7,6,5,6,4,5,7,2,0,3,3,4,10,5,3,4,7,3,1,11,4,6,3,3,2,2,4,7,38,3,9,2,5,9,5,5,2,6,2,6,6,4,3,4,23,4,5,4,2,6,3,5,2,2,4,2,6,5,5,3,3,24,1,4,6,8,4,6,1,4,1,2,4,1,2,3,3,6
12,3,15,8,7,9,5,6,6,12,3,15,18,3,5,5,7,4,14,3,10,5,4,4,4,7,7,5,5,5,7,8,8,6,4,5,4,1,6,6,4,3,1,5,4,2,4,2,1,5,30,6,3,7,7,5,5,3,6,4,3,5,6,1,5,5,40,4,5,3,3,9,3,4,7,6,4,4,7,4,6,4,5,37,4,7,2,6,6,6,5,8,3,5,3,3,6,4,5,5
13,9,8,9,9,9,6,6,10,13,1,12,11,1,3,4,8,5,9,5,2,7,7,2,7,4,5,5,4,3,10,2,3,10,5,1,3,2,11,4,3,7,4,7,4,6,5,5,5,3,39,10,6,6,6,6,4,2,4,4,2,8,4,4,3,3,38,5,2,5,6,4,6,6,6,9,4,4,0,9,6,9,5,29,4,6,8,3,4,4,4,5,5,5,6,5,2,2,3,5
19,7,5,7,7,4,11,6,7,11,4,12,10,7,3,8,12,6,5,2,5,9,6,3,8,12,4,9,7,2,5,5,5,6,12,5,4,4,11,3,2,8,5,4,7,5,4,12,3,3,36,3,5,8,6,4,8,5,6,2,4,6,2,4,10,4,35,6,6,3,2,5,5,4,7,4,6,2,4,2,4,7,3,37,1,7,8,2,7,6,6,7,7,7,2,5,5,6,1,6
20,6,10,11,9,7,17,3,6,8,3,14,18,6,9,2,6,8,11,6,9,8,3,2,9,5,4,7,6,6,8,9,7,6,3,5,5,3,7,6,7,7,4,7,4,0,2,2,10,6,36,5,3,7,2,5,6,3,4,6,5,4,6,2,11,7,30,7,3,5,2,6,1,6,6,3,5,6,3,5,5,2,2,26,7,1,6,6,2,5,5,1,6,4,3,3,0,3,3,2
17,8,11,10,7,6,12,2,5,7,3,21,15,6,4,4,15,3,15,4,5,11,2,1,4,5,4,2,6,6,4,8,3,7,6,6,4,3,8,7,4,9,4,2,6,12,5,4,10,5,36,3,4,6,3,7,3,5,3,2,8,7,5,6,1,5,27,3,4,4,5,4,5,6,3,2,7,8,4,4,4,3,2,28,8,6,5,6,5,5,7,6,4,4,5,3,3,4,4,2
19,5,9,5,4,11,12,6,4,7,8,10,11,6,11,8,15,4,4,7,6,3,6,5,8,4,3,4,5,3,6,7,6,9,7,2,3,2,11,3,6,10,0,2,9,8,2,8,3,4,32,2,5,4,2,8,1,7,9,4,7,4,4,2,5,4,39,7,5,9,5,6,4,8,5,6,5,4,5,6,3,4,7,33,7,3,7,10,6,6,3,3,7,6,3,5,2,3,7,5
10,9,9,7,7,6,6,5,7,8,2,12,10,4,3,12,7,2,8,3,8,8,8,6,8,5,4,4,4,7,5,7,5,5,8,7,2,6,10,5,5,2,1,1,5,7,4,4,3,4,40,2,9,8,5,4,5,0,7,3,7,3,7,8,7,2,31,9,4,3,4,3,8,4,3,4,5,2,1,5,4,2,6,38,8,6,2,4,2,5,7,8,8,4,1,6,5,4,6,3
20,12,10,6,6,4,12,7,8,7,2,9,18,4,6,4,9,2,2,6,3,4,8,5,9,6,4,9,8,3,3,9,4,7,8,5,5,3,8,5,3,8,4,6,4,8,1,3,9,6,36,3,3,6,7,1,3,2,2,5,8,3,2,2,7,6,37,8,5,4,4,5,5,4,1,6,2,2,2,3,6,5,4,31,3,6,7,6,7,6,2,3,6,3,2,2,5,2,1,10
20,6,11,9,7,5,10,10,5,9,4,9,10,4,12,9,13,2,13,5,13,7,4,6,7,5,3,9,5,9,3,5,5,4,6,1,5,5,9,2,13,8,4,5,7,5,4,6,2,5,30,6,5,5,3,5,2,6,10,3,2,3,8,3,9,3,38,4,4,7,4,5,5,3,7,4,2,5,6,2,3,7,4,31,7,8,3,8,1,3,4,5,3,5,3,4,8,5,5,4
16,7,14,9,6,10,9,1,10,8,5,13,14,11,10,9,10,6,11,6,7,8,8,9,6,6,6,9,5,7,4,4,5,7,6,4,3,5,4,4,4,5,3,4,5,5,4,4,3,6,31,3,7,6,2,3,3,4,5,1,7,9,4,4,1,1,42,6,7,7,3,2,4,6,3,2,7,5,4,4,4,6,5,37,4,4,3,6,8,4,2,3,6,7,7,3,2,4,3,3
15,10,12,10,10,9,7,0,11,12,6,11,13,5,7,6,11,4,10,4,4,9,10,4,10,4,5,7,6,6,6,7,4,3,7,3,2,1,7,2,6,11,4,5,5,4,2,5,2,7,22,6,2,7,3,4,7,6,3,6,4,5,4,3,6,0,35,4,4,3,4,7,6,4,3,2,3,4,9,2,11,5,5,32,8,4,0,3,7,4,5,6,6,4,7,3,5,2,4,7
15,9,9,11,3,12,7,5,2,11,4,10,13,2,3,6,13,1,7,6,8,4,9,3,6,5,6,8,8,7,3,8,6,5,5,3,2,1,9,6,6,4,7,5,2,5,6,2,9,2,37,7,3,8,3,4,4,5,4,4,6,5,6,7,6,3,30,4,6,8,6,2,7,2,3,4,2,2,3,9,4,6,6,38,4,4,1,3,3,4,2,6,5,5,11,9,1,2,2,6
17,11,9,14,5,13,9,6,0,7,4,8,12,3,5,3,13,3,6,4,7,4,9,4,0,4,6,7,7,1,0,8,4,4,8,2,7,5,6,5,3,6,0,3,6,3,1,3,4,3,33,13,2,7,3,5,4,4,3,3,3,3,5,5,5,2,40,6,6,8,5,4,3,1,4,7,6,6,1,4,4,5,4,38,6,5,3,7,7,3,2,2,3,4,8,10,3,3,6,5
13,5,13,8,4,10,9,5,6,9,5,16,8,1,4,5,7,6,9,7,6,6,6,3,6,5,3,7,8,6,1,8,6,6,8,6,8,6,7,6,7,6,5,2,9,1,4,4,6,5,41,7,3,8,2,3,5,4,8,5,4,7,5,3,4,8,24,3,2,8,4,3,2,2,4,5,0,3,4,5,3,7,3,30,6,5,8,3,5,3,6,4,4,3,6,4,11,1,7,6
18,4,9,7,9,5,7,6,9,9,4,14,12,1,11,9,9,6,5,5,2,8,6,3,5,3,5,8,8,3,1,5,2,3,4,7,4,6,12,4,5,12,7,3,7,6,3,2,3,9,32,3,7,6,1,6,6,3,6,3,2,2,5,4,4,5,34,4,3,4,4,4,3,2,3,6,6,5,4,4,2,3,2,44,1,5,9,6,12,2,3,6,2,5,5,8,3,7,3,6
19,8,12,10,10,9,7,6,7,11,5,14,16,6,6,9,11,4,7,6,4,7,10,0,7,7,2,9,7,4,1,8,1,7,8,2,1,7,6,4,4,7,2,8,3,1,4,4,5,4,39,6,5,6,7,4,2,8,6,6,6,5,4,2,5,6,32,2,6,2,4,2,6,7,3,4,1,7,6,2,12,3,5,33,3,8,2,2,6,7,5,4,2,6,3,7,6,6,3,5
18,9,9,9,2,8,7,6,3,9,3,13,18,5,5,10,16,4,10,3,7,3,7,4,5,4,6,6,6,3,0,2,6,4,10,3,1,1,5,2,1,9,5,5,8,5,1,7,5,4,37,5,4,6,8,3,6,5,2,4,6,6,5,6,5,5,27,2,4,4,5,7,5,4,7,3,5,2,3,1,4,2,2,26,3,2,3,6,2,3,4,4,5,5,3,1,5,6,1,6
16,6,8,10,5,8,10,5,11,5,5,12,11,6,9,3,13,4,2,5,5,5,9,3,7,4,2,12,5,3,2,8,5,3,7,4,5,4,9,5,4,4,8,8,3,5,4,6,4,5,35,2,2,6,4,7,5,4,4,4,4,5,4,7,2,9,41,5,0,6,4,3,8,1,2,7,5,8,3,3,8,11,1,36,4,6,9,5,3,5,4,3,5,0,1,7,7,4,3,3
8,9,10,6,1,5,3,5,4,13,2,16,18,4,7,4,8,4,5,7,5,9,6,4,8,5,6,9,8,1,5,2,2,4,6,3,4,3,12,6,4,6,7,5,4,5,3,6,3,2,37,5,5,5,5,6,6,3,7,7,6,2,5,5,5,7,26,6,4,6,2,1,10,2,2,2,4,7,4,4,1,8,3,36,5,5,3,2,4,5,3,3,6,6,5,11,7,5,8,4
